Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
Turtle Island,exact,T,-19.8892,118.8972,19,60.01698573900079
Lovere,exact,P,45.81379,10.06995,22,48.317276887634144
United States America,exact,A,39.76,-98.5,3,28.910680927585595
OX –Bow Lake,exact,H,34.11435,-91.13348,3,54.517954632902295
South Caspian Sea,South,L,33.45876,-90.15081,3,32.7089856377989
Atlantic,exact,L,40.58629,-76.28807,3,20.316370099219853
Krishna Godavari (KG) Basin,Krishna,A,16.30312,80.99566,15,57.225088953468884
Salina Cruz,exact,P,16.17535,-95.19424,9,48.65827503683663
North Frisian Islands,exact,T,54.66112,8.44299,3,18.28855027986965
Gulf coast,exact,L,30.3314,-89.73221,3,29.108187253121304
Chaofeidian,fuzzy,P,25.94606,111.10623,9,63.37279751515244
Rembang,exact,A,-6.78333,111.46667,11,31.719201147147828
Lithuania,exact,A,55.41667,24.0,24,32.85752988531655
NH Seacoast,Nomreh-ye Noh,P,31.26574,49.8337,25,41.01195788855707
Hainan Island,exact,T,19.2,109.7,9,39.408914698087145
Bengkalis island,fuzzy,T,-41.63,147.36999,19,18.0540994421358
Rías Baixas,exact,L,42.35753,-8.97583,3,42.144387196636245
TGR,exact,S,33.0678,6.08867,22,61.412668012828135
Buriganga river,exact,H,23.63035,90.45405,15,15.232102140096128
Ekaterinburg,exact,P,56.8519,60.6122,3,39.725228953153035
Todos os Santos Bay,exact,H,-12.85743,-38.59201,7,40.978640350700786
Huveaune River,exact,H,43.25929,5.37348,22,28.652359896615305
Dunkirk Harbor,exact,H,42.49061,-79.3381,3,13.314801312226345
Miyun Reservoir,Miyun,P,40.37587,116.84191,9,32.059668875135486
Channel Islands,exact,L,33.99861,-119.85838,9,64.58935044288792
Kok Beach,fuzzy,P,5.99919,5.4634,5,55.65489511755148
Retike,fuzzy,L,44.29179,18.682,22,27.296609747074474
River Stour,exact,H,52.33333,-2.28333,3,23.651472183629433
Queensland,exact,A,-20.0,145.0,13,76.2353432132595
Lake Superior's,fuzzy,H,48.33222,-87.09861,3,35.008472506022315
Sarakhs,exact,S,36.50111,61.065,15,38.88227418088081
Dapoli,exact,A,17.75508,73.21539,15,41.40277583543716
Tugela,exact,P,-28.9,31.03333,19,63.63963861948787
Alps,exact,A,18.35498,-77.50897,2,16.153229027844848
North Africa,exact,S,42.89275,-93.20715,3,49.79954091963195
Sunset Bay,exact,L,43.33344,-124.37178,8,21.219437839249164
Dar es-Salaam,exact,P,-6.82349,39.26951,17,44.06691868830497
Sir Bu Na'ir Island,fuzzy,T,25.23305,54.2181,25,41.02848378024712
Maldivian archipelago,Archipelago,L,5.26667,-59.01667,5,59.4652992680067
Iberian,exact,T,41.0,-4.0,22,69.5579521997156
Damietta,exact,P,31.41648,31.81332,22,31.136157456339884
Arctic waters,Arctic,L,75.58494,-43.94531,21,15.557355663974803
Tasmania,exact,A,-42.0,147.0,19,69.17158393851508
UAE,exact,P,12.26667,-14.7,3,33.83748645240637
Zhongsha Atoll,Zhongsha,P,32.95863,119.74587,9,55.94346613329185
Korbel'nyy Branch,Korabel’nyy,H,69.58237,32.75126,21,13.388633685342272
Kongsfjorden,exact,H,70.74578,29.43651,21,27.429677721362182
NW Atlantic,Now,P,34.3808,63.32949,15,20.49826675903946
Guardamar,exact,P,38.09031,-0.65556,22,86.63668028682608
Kharkiv,exact,P,49.98081,36.25272,3,56.33920486630433
Center,exact,P,44.02802,-92.85464,3,59.59713738230658
GOM,exact,L,39.72931,45.23053,3,34.394106899231886
Gulf La Spezia,exact,H,44.06711,9.87534,22,56.65420113843375
Lord Howe,exact,T,-31.55281,159.08579,12,39.696554773152364
Marina,exact,P,36.6844,-121.80217,9,33.8850372528958
Hobart,exact,P,-42.87936,147.32941,19,44.42740816908028
Papahānaumokuākea Marine National Monument,exact,L,25.41667,-170.58333,8,12.483936591076477
Secchi,exact,P,44.91693,11.15021,22,53.97577774933584
Xinyi,exact,P,22.37303,110.94746,9,48.10728580299424
Cabrera Marine Protected Area,fuzzy,L,14.93552,-17.14768,2,61.48932462206575
Russian Federation,exact,A,60.0,100.0,3,62.06564062208868
Albuquerque,exact,P,35.08449,-106.65114,9,48.19588655913142
Lalu Wetland,Lalu,P,27.48005,68.55499,15,5.860302390349184
Raman,exact,L,37.76667,41.33333,15,33.08579075245843
Rongjiang River,Rongjiang,P,26.55,101.25,9,25.486428190048077
Laysan,exact,T,25.77083,-171.7375,8,38.38993491578875
Flexeira,fuzzy,A,-9.20061,-35.78,5,45.29943876480762
Swhinhoe,fuzzy,P,55.54895,-1.66872,3,11.933258565263076
Normandy,exact,L,49.08826,0.3241,3,96.78631133260093
Sèvre,exact,P,46.99209,-0.95291,3,68.78702083943098
Bengal,exact,L,24.0,90.0,15,75.23757710567963
Liangfeng River,Liangfeng,P,27.3555,107.719,9,26.932332026218038
Lakshadweep archipelago,Lakshadweep District,A,10.5651,72.64564,14,17.48989767420568
Plym,exact,L,41.84056,-86.25694,3,42.913956266362014
West Aceh City,West,L,51.52604,-131.16073,8,23.65557562248955
Balearic Islands Sea,Balearic Islands,A,39.60992,3.02948,22,42.14999586238024
Dongguan city,exact,P,23.01797,113.74866,9,59.31417063643501
Naf,exact,L,47.22939,9.25462,3,35.31257185125552
Black Seas,fuzzy,H,43.4131,34.29708,23,19.01678233942623
Hefei,exact,P,31.86389,117.28083,9,45.46786387766912
Dagua River,exact,H,3.86138,-77.06518,11,62.791581769368754
Nizhny Novgorod,exact,P,56.32867,44.00205,3,36.07072505315649
Izu-Bonin,exact,U,31.0,142.0,8,73.14528919326526
Huaihe River,fuzzy,H,35.17393,76.3935,15,37.52224017994652
Garda,exact,P,45.88577,10.84117,22,50.420313603975366
Maui County,exact,A,20.86774,-156.61706,8,42.665556062162864
Chabahar Bay,exact,H,25.36768,60.51243,15,14.766162853217248
Pensacola Beach,exact,P,30.33353,-87.13747,3,39.38430636155998
Estuary,exact,H,-29.4985,153.30119,13,19.24152345270473
Galway,exact,P,53.27245,-9.05095,3,39.07777740023753
Apuseni Mountains,exact,T,46.5,22.5,22,0.0
Carpathians,exact,T,47.0,25.5,3,55.597463322279445
Hillsborough River,exact,L,28.14716,-82.23743,3,46.902573039729056
Floreana,exact,T,-1.2975,-90.43417,10,23.67623106958543
Southern Caribbean,exact,S,25.8025,-80.2542,3,41.694639497425726
Laptev,exact,P,49.06667,43.66667,3,49.67751671226474
Fuyang,exact,P,32.9,115.81667,9,53.44435161744559
Fujian Province,exact,A,26.25,118.0,9,57.04212427515833
Bellingham Bay,exact,H,48.7365,-122.56462,9,26.723153142527792
Indo-Gangetic Plain,exact,T,27.0,80.0,15,74.39142990977938
Southeast Asia's,Southeast,L,10.75053,106.7505,9,39.05808720184786
Durban,exact,P,-29.8579,31.0292,19,60.435510563978674
Lake Aha,fuzzy,H,46.20699,-116.83606,9,41.55411704773401
Marshall Islands,exact,H,7.113,171.254,10,50.87164537411996
Turag River,exact,H,23.71763,90.35934,15,28.12476061263026
Koh Samui,exact,S,9.54675,100.0621,17,48.30173168525901
Langat,exact,P,3.1137,101.8142,11,55.33223893207187
North Eastern Arabian Sea,Grande Região Norte,L,-4.0,-60.0,5,78.51852969413663
Tanjungpinang,exact,P,0.91667,104.45833,11,65.02854719512163
Doha Bay,exact,S,25.26911,51.61042,25,27.96768738377278
Sulamu,exact,T,-10.01667,123.68333,16,57.36533567039579
Air Leleh,exact,H,3.5442,103.4462,11,7.733569983921676
Antarctic Zone,fuzzy,H,-49.70005,70.13812,19,34.27786812222209
Salento,exact,A,4.63643,-75.5674,11,16.910070910251157
Oued Laou,exact,P,35.4484,-5.09627,3,37.00706814610305
Ligurian Seas,fuzzy,H,43.5,9.0,22,40.3289143518225
Eastern Arabian Sea,Eastern,A,19.31667,-81.13333,2,43.52406827164897
Parañaque,exact,P,14.48156,121.01749,9,51.98630344358058
Tethys Bay,exact,H,-74.68333,164.06667,20,24.071905870467518
Sassari,exact,P,40.72586,8.55552,22,25.54800344693515
Oklahoma,exact,A,35.49209,-97.50328,3,0.9283231391820109
Central Italy,exact,L,42.83829,12.24145,22,43.14882258665451
Minjiang River,exact,H,26.08333,119.75,9,52.609562798163424
Cherating,exact,P,4.12557,103.39388,11,43.26548052506645
Persian Gulf’s,fuzzy,H,27.0,51.0,25,74.39142990977979
Surakarta,exact,P,-7.55611,110.83167,11,37.090663435292804
N. Ionian Sea,Ionion,S,37.25247,21.6695,22,31.335279236420998
Western Iberia,Western,A,19.30833,-81.375,2,25.02200550299133
Ningbo,exact,P,29.87819,121.54945,9,42.32323359889962
west coast,exact,L,39.28,-155.26,8,31.997035722984943
Makham,exact,A,12.67753,102.18715,9,39.2728396147673
Southeastern Australia,South Easter,U,45.05016,-61.58184,3,50.428179497781684
Orbetello,exact,P,42.44158,11.2214,22,23.756105609606873
Kashmir,exact,A,33.94718,73.9104,15,62.55458766744047
Langkawi,exact,A,6.35608,99.78375,17,35.20119867201539
Laysan Island,exact,T,25.77083,-171.7375,8,38.38993491578875
San Nicolas,exact,P,12.43624,-69.90713,3,44.76808924482156
Pulau Tuan,exact,T,5.56457,95.24959,17,28.629540820306968
Helsinki,exact,P,60.16952,24.93545,24,43.87108923971176
Qiantang River,exact,H,30.28702,120.26391,9,32.76599664087563
Greater Jakarta's,fuzzy,A,-6.2,106.83333,11,49.696726155924765
Coast Incheon,exact,S,37.51754,126.49704,9,1.9677573330212537
Ravenna,exact,P,44.41344,12.20121,22,25.59337731403858
South Sandwich,exact,A,-56.0,-33.0,20,63.60120918678821
Ghana,exact,A,8.1,-1.2,5,55.3884834359264
Tri Trang Beach,exact,S,7.88451,98.27271,17,49.55139713848114
Costa dos Coqueiros,exact,S,-12.50117,-37.96263,7,50.22277395803223
Rijeka,exact,P,45.32673,14.44241,22,19.78421953866824
Karabournaki Beach,Karabournaki,P,40.58873,22.95207,22,39.452274810175346
Connecticut,exact,A,41.66704,-72.66648,3,23.16722974257814
Park Rynie,exact,P,-30.3183,30.73934,19,30.577962018839756
Santa Maria,exact,P,34.95303,-120.43572,9,50.716005409307186
Florida Keys,exact,S,24.72523,-81.05155,2,51.792502441209166
Sulawesi,exact,A,-4.3935,122.2149,11,33.75194201455241
Northern Italy,Northern,L,-20.04022,145.93238,13,68.17525853743878
Luzon Strait,exact,H,21.0,122.0,9,76.00053114472006
Karimun Jawa Islands,exact,T,-5.83333,110.41667,11,38.19429300181081
"Citarum Harum""requires",Citarum,P,-6.7375,105.7834,11,40.95456736695359
Bourne Stream,exact,H,-42.66667,173.1,13,37.629111044065205
North Western Hawaiian Islands,fuzzy,T,26.39414,-169.3197,8,21.465593229092924
Akkopru,exact,P,40.26934,27.2112,22,35.442415000849735
Red seas,fuzzy,H,20.26735,38.53455,26,26.118953898243653
Mytilene,exact,P,39.10772,26.55529,22,43.87819782197098
Koh Losin,fuzzy,T,7.32394,101.89813,11,48.06742600915054
Wageningen,exact,P,51.97,5.66667,3,53.50703308344707
Scandinavia,exact,L,63.0,12.0,21,60.96918096534067
Xinglong,exact,P,29.88931,106.70622,9,47.65227481206211
Black,exact,L,41.25206,36.96073,23,47.30685989454179
Wuhan city,exact,S,30.52567,114.35357,9,14.314894354918184
Lahti,exact,P,60.98267,25.66151,24,54.38343995382568
Globe,exact,L,0.0,0.0,4,235.8665859053423
Progo River,exact,H,-7.98222,110.20278,11,62.829811033012795
Jepara Coastal Waters,Jepara,P,-6.5924,110.671,11,21.5037040238021
Kahuku Beach,exact,T,21.68044,-157.94486,8,50.18122418954957
TG,exact,P,47.41422,8.96862,3,36.500747210057156
East Greenland,exact,L,70.0,-31.0,21,58.68547246616854
Hawaiian Islands,exact,T,26.39414,-169.3197,8,21.465593229092924
South Sandwich Islands,exact,A,-56.0,-33.0,20,63.60120918678821
Drake Passage,exact,H,-60.0,-60.0,20,62.06564062208868
Gerupuk Beach,Gerupuk,P,-8.9106,116.3441,11,48.76633472899184
Elbe,exact,P,46.76483,-122.19372,9,37.60411620592824
Rhine River,exact,H,51.97198,5.91545,3,59.7725191964126
Pazhayakayal,fuzzy,P,8.2804,77.24918,17,36.844859473747846
Raritan,exact,P,40.56955,-74.63294,3,13.639162414315347
Andaman,exact,A,11.70065,92.67517,14,29.357187684796067
South American Atlantic Ocean Coast,South,L,33.45876,-90.15081,3,32.7089856377989
Mozambique Channel,exact,H,-19.0,41.0,18,76.46007134480828
Seascape,exact,P,30.37603,-86.37161,3,18.480427096658435
North Sulawesi,exact,A,1.25,124.83333,10,46.322361762719886
Tanjung Aru Beach,fuzzy,T,6.45632,99.82315,17,36.032060286299966
Qing River,exact,H,30.49287,111.17005,9,31.62319783539325
Kunming,exact,P,25.03889,102.71833,9,55.77551987438956
Eastern North Atlantic,exact,U,47.0,-15.0,2,67.19605387128185
Tagum City,exact,P,7.4475,125.8046,11,34.08585429392066
Tie,exact,H,45.9918,-121.79007,9,59.13659385709408
Grus leucogeranus Reserve,Reserve,P,30.05381,-90.55175,3,49.86231494171322
Bandon Bay's,Bandon,P,43.119,-124.40845,8,43.00797667365614
South Italy,exact,L,40.40542,15.93279,22,38.0998015347593
Garbage Island,exact,T,40.59233,-73.55179,3,11.160331628978803
Luxemburg,exact,A,49.75,6.16667,3,36.73204921212597
EB,exact,P,50.23569,4.09555,3,41.06890440956165
Serbia,exact,A,44.81892,20.45998,22,35.603267624582536
Chao Phraya River Estuary,Chao,P,41.62125,42.29448,23,21.77552675831556
Liberia,exact,A,6.5,-9.5,5,0.0
Chukchi Seas,fuzzy,H,69.45755,-171.78223,21,11.971152880944866
Klaten Municipality,Klaten,P,-7.70583,110.60639,11,25.716257000831057
German Bight,German,A,54.22317,-4.6291,3,31.89825417956057
Laizhou City,Laizhou,P,37.18073,119.94217,9,52.80489759892078
Cimadiri River,Cimandiri,P,-6.8566,106.1713,11,53.75968921446514
Cala Ratjada,exact,P,39.71174,3.4631,22,23.75568758573375
Humen,exact,P,22.81899,113.67306,9,39.667007224929755
Illinois,exact,A,40.00032,-89.25037,3,59.463739999712175
Ashley,exact,A,18.0144,-77.34019,2,56.57186875763226
South Pacific Sub-tropical Gyre,South,L,33.45876,-90.15081,3,32.7089856377989
Great Britain,exact,T,54.0,-2.0,3,64.39068499205027
Liguria,exact,L,21.9,-79.9,3,60.713353453671466
Bay Biscay,exact,P,46.73319,-53.29812,3,30.16763930623125
Pulauan River,fuzzy,H,11.5548,122.3773,9,14.691665593289478
Southern California Bight,Southern,A,22.24112,114.20769,9,41.61822993028381
Sungo Bay,Sungo,P,-11.32637,14.36406,7,24.337067735166986
Jeonnam province,exact,A,34.75,127.0,9,53.5337901731508
Mahanadi River,exact,H,24.94687,81.5345,15,49.811707708221604
St. Helena,exact,A,-15.95,-5.7,6,54.42439944596247
La Palma,exact,P,33.8464,-118.04673,9,56.94708080021102
Cochin estuary,Cochin,A,53.07895,-108.3418,9,47.98494272050211
Iraq,exact,A,33.0,44.0,15,72.47664160972413
Oregon,exact,A,44.00013,-120.50139,9,55.58311823922297
Carolinian Province,Province,P,18.43333,-72.83333,3,35.92919822911731
Maule,exact,A,-35.5,-71.5,13,0.0
IO,exact,L,34.86667,127.9,9,54.772586524978294
Costa Branca,fuzzy,L,38.34166,-0.46829,22,91.58782368974605
Lake Beratan,Lake County,A,-44.83333,168.5,13,37.06460489843053
Durban Harbour,exact,L,-29.87366,31.02323,19,62.027949177325084
Mississippi,exact,A,32.75041,-89.75036,3,36.40095878691909
Colombian Caribbean Sea,Colombia,A,4.0,-73.25,11,62.125665729478925
Madrid,exact,P,40.4165,-3.70256,22,19.491276759459158
Magelang,exact,P,-7.47056,110.21778,11,31.285746633825003
River Kelvin,exact,H,55.86558,-4.30794,3,42.396142166523035
Kahoolawe,exact,T,20.55,-156.6,8,11.804839489561417
Oglio River,exact,H,45.03333,10.65,22,53.20255079449039
Levant,exact,L,34.0,36.0,22,72.13197993110697
Phu Quoc Island,exact,T,10.2,104.0,9,64.06312578675077
Brownsville,exact,P,25.90175,-97.49748,3,44.673275307638846
Lake Saimaa,exact,H,61.25,28.25,24,30.824123828838545
Campbell,exact,P,37.28717,-121.94996,9,46.26187019922851
Saudi Arabian Red Sea,Saudi,P,28.06703,83.33765,15,50.70081185545201
Torre Flavia wetland,Torre,A,41.7213,-8.71527,3,30.427428691388798
Kattegat strait,Kattegat,T,63.56262,9.69241,21,11.80753102152541
Saskatchewan,exact,A,50.79722,-104.93082,9,44.88772385093891
Quriyat,fuzzy,P,23.26298,58.92014,15,50.332838247979005
Schleswig-Holstein,exact,A,54.2,9.75,3,37.08488176684036
John Brewer Reef,exact,H,-18.63333,147.06667,13,48.02208926748547
Kepulauan Riau Province,Riau,A,0.5005,101.749,11,114.53513485295592
Odaw river,River,P,13.14224,-59.43953,2,40.31559148904174
Araromi seaside,Araromi,P,8.86856,4.42126,5,41.88597799243221
Akyatan Lagoon,Lake Akyayan,H,36.68333,35.56667,22,21.23657256203749
Seberang Perai,exact,A,5.40835,100.37873,17,16.853742855240185
Iskenderun Bay,exact,H,36.57982,35.83,22,30.788792203564476
Yellow,exact,A,49.80632,-104.16328,9,41.80603005512949
Giglio coast,fuzzy,T,40.61427,-73.40596,3,14.9855089071952
Dublin,exact,P,53.33306,-6.24889,3,24.930218086161894
European,exact,L,55.0,40.0,3,63.994588308221026
Venice,exact,P,38.67227,-90.16983,3,34.50346865185376
Sardinia Island,fuzzy,T,15.86667,32.55,26,41.121711464152376
Plymouth Sound,exact,H,50.3453,-4.14738,3,30.330830163871777
Sea Japan,exact,H,43.5,135.75,9,20.164479914227755
Conceição beaches,Conceição,A,-7.49917,-38.51375,5,1.5186584452473655
Oceans,exact,L,32.71766,-117.16033,9,39.97524724370498
Bardeil,exact,P,20.95958,92.2069,15,59.503059208506926
Paradise Point,exact,L,45.86706,-122.70371,9,43.77559578940521
MI,exact,L,42.71618,-83.20582,3,34.02149138818723
White Sea,exact,H,65.5,38.0,21,23.055831771058532
Cowichan-Koksilah Estuary,Estuary,P,50.9334,-109.81746,9,53.12232582019387
Neuse River,exact,L,34.98488,-76.95022,3,67.81738750002668
Ob River,exact,H,48.56127,3.71804,3,17.441150006669144
Davao Oriental,exact,A,7.16667,126.33333,11,41.372150960437494
Southern China,fuzzy,H,57.06164,24.0265,24,56.442835535708646
Southwestern Atlantic Ocean,South Western,A,51.0,-3.16667,3,60.24350096392992
Kusatsu,exact,P,35.01667,135.96667,9,68.43814459132894
Charsadda,exact,P,34.14822,71.7406,15,44.92487074265995
Vodlozerskii National Park,National,P,39.58397,-80.03757,3,40.73726939003962
Arc-Antarctic Peninsula,Peninsula,L,-38.31033,145.0563,19,44.04068841256208
Lower Hudson,exact,H,46.55722,-69.03504,3,36.13453589943103
Göksu River,exact,H,36.31667,34.03333,22,46.47219750776716
La Charca,exact,L,22.35,-80.5,3,16.67923899668348
Aegean Sea,exact,H,39.0,25.0,22,70.31861610515982
Puerto Hondo's,fuzzy,T,20.93662,-99.64568,1,50.85918057879912
Koh Tao,exact,P,10.09808,99.83809,15,58.01246670443974
Linxia County,Linxia,P,25.4678,106.788,9,29.129270980525124
Exclusive Economic Zones,Economía,L,23.0,-81.66667,3,58.1465557329299
Moroccan Estuary,Estuary,P,50.9334,-109.81746,9,53.12232582019387
Sanggou Bay,exact,H,37.1175,122.50833,9,42.53843953279384
Ob,exact,A,54.98431,82.71945,3,55.664481838715574
Tigris River,exact,H,30.59064,47.76907,25,27.668231712912284
Mar Chiquita Reserve,Mar,P,62.31667,123.6,9,21.02587107455431
Turneffe Atoll,Turneffe Islands,T,17.33333,-87.86667,3,43.09148961947884
Red River Delta,exact,L,21.03498,105.8455,9,62.89227914233812
Chatham County,exact,A,31.97402,-81.09243,3,65.29740623992483
Pacific region,exact,L,46.26703,-119.16453,9,36.51331319241379
Chongming Island,exact,T,31.61833,121.55333,9,14.094591106753217
Neva Bay,exact,H,57.03722,-135.84556,9,55.494472459089494
Seudre,exact,P,45.5128,-0.66774,3,64.87226020256209
,exact,P,18.78378,100.77899,15,43.12489543916457
Port Dickson,exact,A,2.53433,101.8922,11,43.735480195463666
Upper Gulf Thailand,Upper,P,42.89472,-79.76511,3,48.9468043979441
ECS,exact,P,47.56089,17.7067,3,16.931428556260663
Tagus Estuary,Tagus,P,48.3464,-101.93405,3,36.298431375687116
Nansha District,exact,A,22.77972,113.45139,9,31.50096978107086
Labuan Bajo,exact,P,-8.4964,119.8877,10,42.638821408473966
Central America,exact,L,25.32417,-99.66797,3,25.823693906628158
Pujada bay,exact,H,6.89135,126.22733,11,52.91905587948108
Muara Baru,exact,P,-6.22583,107.62167,11,33.31970888515711
Huangjinxia Reservoir,Huangjiaxia,P,32.76617,119.70539,9,35.296998926157954
Aroor,exact,P,9.8694,76.30498,17,46.30473581922904
Metro Manila,exact,A,14.57775,121.04599,9,49.625854234295126
Sarakkuwa Beach,Sarakkuwa,L,8.5508,80.4391,17,8.761101585049364
Kartini Coast,Kartini,P,-6.15367,106.8337,11,53.321127309058184
Aktur Beach,Uktur,P,50.34059,138.48249,9,17.76894074696829
North Minch,exact,H,58.16667,-5.83333,3,41.86156148675884
Davao de Oro,exact,A,7.68333,126.11667,11,46.91147371260013
Tamandaré,exact,P,-25.32472,-49.31,7,27.27680401913399
Washington Land,exact,L,80.25,-66.0,21,29.31155247035599
Babura River,exact,H,3.5168,98.655,17,17.30404239304907
Amazon Forest,fuzzy,V,12.36203,122.06111,9,50.066627553050274
Pari,exact,P,48.85341,2.3488,3,40.83537088509101
TWS,exact,P,36.69323,53.28435,15,28.84935967692412
Anxious Bay,exact,H,-33.32324,134.61391,19,22.318126370841828
Saharan,exact,L,1.5509,25.63297,17,15.826948390939268
Kollam Corporation,Kollam,P,8.88113,76.58469,17,43.390063492362714
Tokyo,exact,P,35.6895,139.69171,9,27.28511594523226
North Subarctic Pacific,Grande Região Norte,L,-4.0,-60.0,5,78.51852969413663
Oxford,exact,P,39.507,-84.74523,3,21.054241888012836
Opol,exact,A,8.41667,124.5,11,9.26587323729116
Pekalongan,exact,P,-6.8886,109.6753,11,47.34897987366013
Lincheng River,fuzzy,H,-29.54899,28.74466,19,24.290943900804745
West Nusa Tenggara,exact,A,-8.74,117.5333,10,26.936722086869867
Manora,exact,A,20.22381,77.53273,15,30.89988203652189
Rhode Island,exact,A,41.75038,-71.49978,3,27.840991738469455
Samas,exact,T,-8.00611,110.26472,11,60.71518045642582
Poris,exact,P,61.48333,21.78333,24,15.150653236123217
Sundarban Delta,Sundarbans,L,22.0,89.0,15,75.75582882509153
Pulau Layat,exact,T,6.16667,102.33333,11,41.389264071011965
