,Title,DOI,Author
6905,"Lethal lesions and amputation caused by plastic debris and fishing gear on the loggerhead turtle Caretta caretta (Linnaeus, 1758). Three case reports from Terceira Island, Azores (NE Atlantic)",10.1016/j.marpolbul.2014.07.020,Barreiros J.
6906,"Suspended microplastics in the surface water of the Yangtze Estuary System, China: First observations on occurrence, distribution",10.1016/j.marpolbul.2014.06.032,Zhao S.
6907,Estimation of the annual flow and stock of marine debris in South Korea for management purposes,10.1016/j.marpolbul.2014.06.021,Jang Y.C.
6908,Impact of derelict fish traps in Caribbean waters: An experimental approach,10.5343/bms.2012.1103,Renchen G.F.
6909,Global research priorities to mitigate plastic pollution impacts on marine wildlife,10.3354/esr00623,Vegter A.C.
6910,The effects of plastic pollution on aquatic wildlife: Current situations and future solutions,10.1007/s11270-014-2184-6,Sigler M.
6911,Cocconeis napukensis sp. nov. (Bacillariophyceaea) from Napuka Atoll (South Pacific) and lectotypification of Cocconeis subtilissima MEISTER,10.5507/fot.2014.016,Riaux-Gobin C.
6912,Amount and distribution of neustonic micro-plastic off the western Sardinian coast (Central-Western Mediterranean Sea),10.1016/j.marenvres.2014.03.017,de Lucia G.A.
6913,Large filter feeding marine organisms as indicators of microplastic in the pelagic environment: The case studies of the Mediterranean basking shark (Cetorhinus maximus) and fin whale (Balaenoptera physalus),10.1016/j.marenvres.2014.02.002,Fossi M.
6914,Exogenous floating marine debris: Filling search and detection gaps using remote sensing,10.1109/CISTI.2014.6876887,Paige M.
6915,"Strandings of northern bottlenose whales, Hyperoodon ampullatus, in the north-east Atlantic: Seasonality and diet",10.1017/S002531541300180X,Fernández R.
6916,Microplastics in bivalves cultured for human consumption,10.1016/j.envpol.2014.06.010,Van Cauwenberghe L.
6917,Sources of plastic marine debris on beaches of Korea: More from the ocean than the land,10.1007/s12601-014-0015-8,Jang Y.C.
6918,Applicability of SAR to marine debris surveillance after the great east Japan earthquake,10.1109/JSTARS.2014.2308550,Arii M.
6919,Microplastics in the pelagic environment around oceanic islands of the western Tropical Atlantic Ocean,10.1007/s11270-014-2004-z,Ivar Do Sul J.
6920,An anthropogenic marker horizon in the future rock record,10.1130/GSAT-G198A.1,Corcoran P.L.
6921,Relationship of diversity and habitat area in North Pacific plastic-associated rafting communities,10.1007/s00227-014-2432-8,Goldstein M.
6922,Cetaceans in the global centre of marine biodiversity,10.1017/S1755267214000207,Ender A.I.
6923,Distribution patterns of microplastics within the plankton of a tropical estuary,10.1016/j.envres.2014.03.031,Lima A.
6924,The Danube so colourful: A potpourri of plastic litter outnumbers fish larvae in Europe's second largest river,10.1016/j.envpol.2014.02.006,Lechner A.
6925,Wild gudgeons (Gobio gobio) from French rivers are contaminated by microplastics: Preliminary study and first evidence,10.1016/j.envres.2013.11.004,Sanchez W.
6926,Automatic microfiber filtration (AMF) of surface water: Impact on water quality and biofouling evolution,10.1016/j.watres.2013.10.018,Lakretz A.
6927,Ingestion and transfer of microplastics in the planktonic food web,10.1016/j.envpol.2013.10.013,Setälä O.
6928,Enhanced desorption of persistent organic pollutants from microplastics under simulated physiological conditions,10.1016/j.envpol.2013.10.007,Bakir A.
6929,A new analytical approach for monitoring microplastics in marine sediments,10.1016/j.envpol.2013.07.027,Nuelle M.
6930,Estimates of marine debris accumulation on beaches are strongly affected by the temporal scale of sampling,10.1371/journal.pone.0083694,Smith S.D.A.
6931,Polystyrene plastic: A source and sink for polycyclic aromatic hydrocarbons in the marine environment,10.1021/es403605f,Rochman C.
6932,Modelled transport of benthic marine microplastic pollution in the Nazaré Canyon,10.5194/bg-10-7957-2013,Ballent A.
6933,Microplastic ingestion decreases energy reserves in marine worms,10.1016/j.cub.2013.10.068,Wright S.
6934,"Microplastic moves pollutants and additives to worms, reducing functions linked to health and biodiversity",10.1016/j.cub.2013.10.012,Browne M.
6935,Ingested plastic transfers hazardous chemicals to fish and induces hepatic stress,10.1038/srep03263,Rochman C.
6936,Gooseneck barnacles (Lepas spp.) ingest microplastic debris in the north Pacific subtropical gyre,10.7717/peerj.184,Goldstein M.
6937,Uniaxial and triaxial stress-strain behaviour of ductile cement pastes reinforced with wollastonite microfibers,10.1115/OMAE2013-11536,De C. Vitorino F.
6938,"Marine plastic pollution in waters around Australia: Characteristics, concentrations, and pathways",10.1371/journal.pone.0080466,Reisser J.
6939,Scales of spatial heterogeneity of plastic marine debris in the northeast Pacific Ocean,10.1371/journal.pone.0080020,Goldstein M.C.
6940,"Quantitative analysis of plastic debris on recreational beaches in Mumbai, India",10.1016/j.marpolbul.2013.10.024,Jayasiri H.
6941,Microplastic pollution in the surface waters of the Laurentian Great Lakes,10.1016/j.marpolbul.2013.10.007,Eriksen M.
6942,Plastic debris in Mediterranean seabirds,10.1016/j.marpolbul.2013.10.002,Codina-García M.
6943,Prevalence and composition of marine debris in Brown Booby (Sula leucogaster) nests at Ashmore Reef,10.1016/j.marpolbul.2013.09.026,Lavers J.
6944,Ingestion of plastic marine debris by Common and Thick-billed Murres in the northwestern Atlantic from 1985 to 2012,10.1016/j.marpolbul.2013.10.005,Bond A.L.
6945,The plastic-associated microorganisms of the North Pacific Gyre,10.1016/j.marpolbul.2013.07.054,Carson H.
6946,Pelagic microplastics around an archipelago of the Equatorial Atlantic,10.1016/j.marpolbul.2013.07.040,Ivar do Sul J.
6947,Incidence of entanglements with marine debris by northern gannets (Morus bassanus) in the non-breeding grounds,10.1016/j.marpolbul.2013.07.003,Rodríguez B.
6948,Concentration and composition of polycyclic aromatic hydrocarbons (PAHs) in plastic pellets: Implications for small-scale diagnostic and environmental monitoring,10.1016/j.marpolbul.2013.09.045,Fisner M.
6949,Contamination of beach sediments of a subalpine lake with microplastic particles,10.1016/j.cub.2013.09.001,Imhof H.
6950,A detailed seabed signature from Hurricane Sandy revealed in bedforms and scour,10.1002/ggge.20260,Trembanis A.
6951,Identification of polymer types and additives in marine microplastic particles using pyrolysis-GC/MS and scanning electron microscopy,10.1039/c3em00214d,Fries E.
6952,Resin pellets from beaches of the Portuguese coast and adsorbed persistent organic pollutants,10.1016/j.ecss.2013.06.016,Antunes J.C.
6953,"Microplastic particles in sediments of Lagoon of Venice, Italy: First observations on occurrence, spatial patterns and identification",10.1016/j.ecss.2013.03.022,Vianello A.
6954,Relationships among the abundances of plastic debris in different size classes on beaches in South Korea,10.1016/j.marpolbul.2013.08.013,Lee J.
6955,Plastic pollution risks in an estuarine conservation unit,10.2112/SI65-009,Ivar Do Sul J.
6956,The incidence of plastic ingestion by fishes: From the prey's perspective,10.1016/j.marpolbul.2013.07.008,Carson H.
6957,Desorption kinetics of hydrophobic organic contaminants from marine plastic pellets,10.1016/j.marpolbul.2013.07.018,Endo S.
6958,Presence of plastic debris in loggerhead turtle stranded along the Tuscany coasts of the Pelagos Sanctuary for Mediterranean Marine Mammals (Italy),10.1016/j.marpolbul.2013.06.053,Campani T.
6959,"Entanglement of Antarctic fur seals at Bird Island, South Georgia",10.1016/j.marpolbul.2013.06.050,Waluda C.
6960,Marine debris removal: One year of effort by the Georgia Sea Turtle-Center-Marine Debris Initiative,10.1016/j.marpolbul.2013.07.009,Martin J.M.
6961,Incidence of plastic fragments among burrow-nesting seabird colonies on offshore islands in northern New Zealand,10.1016/j.marpolbul.2013.07.011,Buxton R.T.
6962,Plastic degradation and its environmental implications with special reference to poly(ethylene terephthalate),10.3390/polym5010001,Webb H.K.
6963,Marine litter within the European Marine Strategy Framework Directive,10.1093/icesjms/fst122,Galgani F.
6964,"Debris in the deep: Using a 22-year video annotation database to survey marine litter in Monterey Canyon, central California, USA",10.1016/j.dsr.2013.05.006,Schlining K.
6965,Assessment of marine debris on the Belgian Continental Shelf,10.1016/j.marpolbul.2013.05.026,Van Cauwenberghe L.
6966,"First record of sea snake (Hydrophis elegans, Hydrophiinae) entrapped in marine debris",10.1016/j.marpolbul.2013.06.023,Udyawer V.
6967,"Single and combined effects of microplastics and pyrene on juveniles (0+ group) of the common goby Pomatoschistus microps (Teleostei, Gobiidae)",10.1016/j.ecolind.2013.06.019,Oliveira M.
6968,Plastic as a carrier of POPs to aquatic organisms: A model analysis,10.1021/es401169n,Koelmans A.A.
6969,"Ingestion of marine debris plastic by the wedge-tailed shearwater Ardenna pacifica in the Great Barrier Reef, Australia",10.1016/j.marpolbul.2013.03.017,Verlis K.
6970,"Influence of waste management policy on the characteristics of beach litter in Kaohsiung, Taiwan",10.1016/j.marpolbul.2013.04.015,Liu T.K.
6971,Plastic ingestion in marine-associated bird species from the eastern North Pacific,10.1016/j.marpolbul.2013.04.021,Avery-Gomm S.
6972,"A Value Chain Analysis of ghost nets in the Arafura Sea: Identifying trans-boundary stakeholders, intervention points and livelihood trade-offs",10.1016/j.jenvman.2013.03.008,Butler J.
6973,"Life in the ""plastisphere"": Microbial communities on plastic marine debris",10.1021/es401288x,Zettler E.R.
6974,Fill the gap: Developing management strategies to control garbage pollution from fishing vessels,10.1016/j.marpol.2013.01.002,Chen C.
6975,Plastic for dinner? Observations of frequent debris ingestion by pelagic predatory fishes from the central North Pacific,10.3354/meps10342,Choy C.
6976,Baseline study of the distribution of marine debris on soft-bottom habitats associated with trawling grounds in the northern Mediterranean,10.3989/scimar03702.10A,Sánchez P.
6977,Organophosphorus esters in the oceans and possible relation with ocean gyres,10.1016/j.envpol.2013.05.032,Cheng W.
6978,Microplastic ingestion by zooplankton,10.1021/es400663f,Cole M.
6979,"Distribution of small plastic debris in cross-section and high strandline on Heungnam beach, South Korea",10.1007/s12601-013-0019-9,Heo N.W.
6980,Distribution and abundance of small plastic debris on beaches in the SE Pacific (Chile): A study supported by a citizen science project,10.1016/j.marenvres.2013.02.015,Hidalgo-Ruz V.
6981,New techniques for the detection of microplastics in sediments and field collected organisms,10.1016/j.marpolbul.2013.03.009,Claessens M.
6982,Ingestion of plastic marine debris by longnose lancetfish (Alepisaurus ferox) in the North Pacific Ocean,10.1016/j.marpolbul.2013.01.019,Jantz L.
6983,Accumulation of plastic-derived chemicals in tissues of seabirds ingesting marine plastics,10.1016/j.marpolbul.2012.12.010,Tanaka K.
6984,A simple technique for counting marine debris at sea reveals steep litter gradients between the Straits of Malacca and the Bay of Bengal,10.1016/j.marpolbul.2013.01.016,Ryan P.
6985,As main meal for sperm whales: Plastics debris,10.1016/j.marpolbul.2013.01.033,De Stephanis R.
6986,Polycyclic aromatic hydrocarbons (PAHs) in plastic pellets: Variability in the concentration and composition at different sediment depths in a sandy beach,10.1016/j.marpolbul.2013.03.008,Fisner M.
6987,Re-Examining Mortality Sources and Population Trends in a Declining Seabird: Using Bayesian Methods to Incorporate Existing Information and New Data,10.1371/journal.pone.0058230,Reid T.
6988,Origin and abundance of marine litter along sandy beaches of the Turkish Western Black Sea Coast,10.1016/j.marenvres.2012.12.006,Topçu E.N.
6989,Migration strategies of the Yelkouan Shearwater Puffinus yelkouan,10.1007/s10336-012-0905-4,Raine A.F.
6990,Plastic debris ingested by deep-water fish of the Ionian Sea (Eastern Mediterranean),10.1016/j.dsr.2012.12.008,Anastasopoulou A.
6991,"Beyond data regulation: Finding a solution to the persistent problem of marine debris and sea surface temperature measurement along the coastline of Lagos, Nigeria",10.2481/dsj.WDS-022,Ediang O.A.
6992,Anthropogenic marine debris in the coastal environment: A multi-year comparison between coastal waters and local shores,10.1016/j.marpolbul.2013.01.005,Thiel M.
6993,"Marine debris in central California: Quantifying type and abundance of beach litter in Monterey Bay, CA",10.1016/j.marpolbul.2013.01.015,Rosevelt C.
6994,Monitoring of a wide range of organic micropollutants on the Portuguese coast using plastic resin pellets,10.1016/j.marpolbul.2013.02.008,Mizukawa K.
6995,Plastic pollution in the South Pacific subtropical gyre,10.1016/j.marpolbul.2012.12.021,Eriksen M.
6996,Trophic level transfer of microplastic: Mytilus edulis (L.) to Carcinus maenas (L.),10.1016/j.envpol.2013.01.046,Farrell P.
6997,"Benthic debris accumulation in bathyal grounds in the antalya bay, eastern mediterranean",10.4194/1303-2712-v13_1_06,Güven O.
6998,Tracking the sources and sinks of local marine debris in Hawai'i,10.1016/j.marenvres.2012.12.002,Carson H.S.
6999,Long-term field measurement of sorption of organic contaminants to five types of plastic pellets: Implications for plastic marine debris,10.1021/es303700s,Rochman C.
7000,Microplastic - a hidden harass,10.1002/biuz.201310497,Holm P.
7001,"Suspended microplastics and black carbon particles in the Jade system, southern North Sea",10.1007/s11270-012-1352-9,Dubaish F.
